PM2.5 (ug/m3),NO (mg/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),Ozone (ug/m3),Air_Quality_Index(AQI),AQI Category,Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),T,TM,Tm,SLP,H,VV,V,VM
114.31,14.29,32.96,28.96,11.51,32.85,279,3,2.64,4.98,30.62,31.85,1.44,243.84,122.68,28.8,38.6,17.6,1007,36,2.6,4.4,9.4
111.43,13.37,32.78,28.13,13.35,42.01,269,3,2.97,5.5,29.56,37.63,1.4,142.02,110.41,27.8,38.6,19.6,1006.3,42,2.6,8.1,24.1
111.57,10.95,26.25,22.72,13.08,60.68,269,3,1.67,2.68,30.57,38.57,1.6,144.95,112.69,27.9,36.1,20,1004.4,41,2.7,9.8,22.2
80.38,11.17,31.13,25.49,10.42,50.22,165,2,2.09,2.87,31.38,36.28,1.47,151.43,105.63,26.9,36.2,20,1007.6,51,2.9,9.1,14.8
82.6,11.33,35.82,28.12,12.08,47.19,172,2,2.17,4.34,32.25,31.68,1.25,162.23,103.61,27.8,34.8,20,1008.6,52,2.7,6.1,11.1
85.18,11.59,34.1,27.31,11.07,53.75,182,2,3,5.35,32.94,30.94,1.1,123.24,105.25,27.6,36.2,20.8,1009,53,2.6,4.8,11.1
135.31,22.91,38.49,38.8,22.57,32.45,311,4,5.88,17.3,32.19,38.66,0.96,161.69,108.7,29.4,38.2,21.4,1007.2,49,2.6,2.6,5.4
94.32,11.47,29.96,25.11,10.95,38.55,211,3,2.62,4.69,32.07,30.56,1.22,93.7,72.92,30.2,38.6,23,1004.3,48,2.6,2.6,11.1
59.85,12.27,25.26,23.26,3.51,34.93,98,1,0.87,1.45,29.84,47.32,1.5,154.3,161.87,30.4,39,23.2,1003.6,46,2.1,3.9,7.6
63.77,11.39,24.87,22.34,3.54,38.56,107,2,1.4,2.58,31.06,44.08,1.76,138.97,147.71,27.8,37.6,21,1006.2,52,2.3,4.6,11.1
61.89,11.55,24.36,22.2,4.14,25.76,101,2,1.29,1.88,29.55,54.27,1.92,128.33,129.81,27.9,36.6,19,1008.3,57,2.7,5.9,9.4
120.93,23.23,33.86,36.59,12.54,35.01,300,3,4.01,10.14,30.24,55.46,0.79,163.69,138.25,29.4,35.6,23,1008.8,51,2.3,9.1,18.3
64.13,10.36,27.46,22.36,5.3,34.13,111,2,1.44,2.56,29.89,52.5,1.85,115.26,125.83,25.2,36.3,20.2,1010.1,67,2.9,6.7,22.2
42.02,10.81,27.62,19.1,4.82,32.25,70,1,0.99,1.72,30.61,42.28,1.52,208.27,193.41,28.4,35,21.4,1007.7,50,2.6,7,22.2
102.4,19.18,45.62,29.49,11.26,29.99,238,3,2.75,1.98,30.5,31.01,0.94,225.64,139.38,26.6,35.5,23.6,1008.2,54,2.6,11.1,18.3
111.78,31.46,45.63,37.35,11.79,26.94,269,3,2.97,2.51,30.7,22.66,1.07,213.04,128.85,26.8,33.4,17.6,1007.3,48,3.1,5.9,11.1
99.78,21.03,43.01,29.95,12.95,33.36,228,3,2.78,2.44,31.86,26.65,0.71,174.89,118.74,25.8,34.4,18.2,1008.3,38,2.3,3,14.8
108.42,24.77,51.74,34.78,10.22,36.43,259,3,3.54,2.4,32.51,25.45,1.15,142.2,100.66,28.1,36,18.2,1006.8,36,3.1,4.6,14.8
85.82,15.48,45.12,26.98,10.52,24.84,182,2,2.31,2.69,32.9,25.07,1.22,153.58,122.31,30.1,38,20.5,1006,39,2.7,3.1,11.1
103.02,13.32,40.01,24.17,5.42,25.25,241,3,1.86,2.3,32.51,19.87,1.59,223.07,130.1,30.8,39.4,22.4,1006.3,40,1.9,5.9,18.3
118.23,12.54,47.74,25.84,8.71,31.34,293,3,2.17,2.72,33.11,18.57,1.15,257.09,121.02,31.4,40,23.3,1007.6,31,2.6,4.8,11.1
99.69,12.38,43.72,24.6,4.19,25.76,228,3,1.79,2.3,33.41,14.21,2.08,172.35,111.05,32,38.6,23.7,1006.5,27,2.7,8,11.1
198.03,10.5,29.23,19.34,1.35,33.3,360,4,0.93,2.33,31.31,26.02,1.62,283.43,116.18,31.1,39,23,1003,32,2.6,5,22.2
106.56,9.92,30.86,19.43,4.83,43.23,252,3,1.04,2.59,30.68,18.27,1.81,241.45,145.42,32.7,39.4,24,1002.6,26,1.9,12.4,33.5
108.38,10.07,36.75,21.18,11.17,44.25,259,3,1.47,3.24,31.33,12.52,1.59,313.13,142.82,29.2,39.5,24,1007.9,31,2.6,9.1,14.8
151.36,15.12,46.53,27.15,27.74,36.52,324,4,0.89,4.27,31.94,12.16,1.16,249.28,137.63,28.6,34.4,21.2,1008.1,24,2.3,10.4,31.7
125.57,29.22,52.16,37.75,16.94,27.27,304,4,1.01,2.37,32.68,13.96,0.9,237.17,139.83,29.2,35.4,22,1006.8,26,2.6,7.4,14.8
166.78,49.64,53.15,51.09,35.39,36.94,335,4,5.72,5.37,33.92,11.15,0.94,181.11,125.41,29.8,37.8,20.5,1005.5,31,2.7,6.9,18.3
119.86,16.23,53.45,29.8,2.85,37.86,296,3,2.46,8.31,33.15,35.91,1.63,145.28,111.89,31.7,41.4,20.8,1002.3,26,2.6,5.6,18.3
95.09,9.79,32.51,19.81,11.83,55.08,214,3,2.46,8.3,33.71,44.23,2.17,151.27,114.61,33.2,41.6,25.5,1001.5,31,1.9,4.8,13
94.37,10.12,31.22,19.66,7.75,58.3,211,3,2.44,8.29,34.14,43.74,1.25,134.89,111.25,32.4,42,26.4,1004.7,48,3.1,7,9.4
85.6,15.11,39.7,25.23,8.28,39.04,182,2,2.09,7.19,33,45.61,1.02,178.76,137.82,33.3,39.2,28.4,1003.8,43,1.9,10.2,25.9
67.9,10.07,26.75,18.38,9.46,46.1,121,2,1.25,4.73,32.57,55.99,2.43,152.07,128.54,32.4,39.6,26.2,1000.4,49,2.4,2,11.1
71.46,9.86,25.85,18.48,7.7,49.27,135,2,2.07,4.03,32.36,55.49,2.31,137.41,122.31,33,40.4,25,999.8,43,2.3,6.3,14.8
61.64,10.31,23.56,20.79,3.27,29.95,101,2,1.21,2.13,31.92,39.26,2.99,151.8,229.62,31.7,40,26.5,1003.4,52,2.7,10,14.8
43.72,9.86,20.46,18.77,5.94,51.14,72,1,0.88,1.39,31.68,51.98,2.09,146.04,146.74,28.8,37.6,20.2,1004.7,59,1.6,13.7,31.3
70.86,9.27,28.24,22.43,20.47,46.98,131,2,1.73,3.48,33.46,38.21,1.14,143.34,129.18,29.6,34.2,25,1005.8,52,1.9,10,14.8
106.69,19.87,40.67,37.54,3.86,30.32,252,3,5.1,15.56,33.03,32.92,1.53,95.48,114.51,30.2,36.4,22.6,1005.2,59,2.7,7.4,14.8
81.98,15.85,32.17,29.79,5.7,37.15,169,2,2.4,4.72,33.31,27.6,0.81,160.96,110.8,32.3,38.4,25.6,1004.3,49,2.7,4.3,9.4
92.86,10.74,27.57,23.25,6.8,39.68,204,3,1.74,5.46,32.83,33.61,1.88,179.44,123.77,31.3,39.1,26.5,1005.4,42,1.9,8.7,22.2
79.03,9.68,30.83,24.15,10.63,47.83,162,2,1.29,3.3,31.99,38.69,1.07,139.46,96.76,31.2,38,24,1003.2,40,1.9,11.7,37
80.74,12.71,34.76,28.66,7.55,36.16,165,2,2.08,5.63,32.77,42.89,0.8,199.99,133.03,29.1,39.6,24.6,1004.3,43,1.8,7.4,22.2
122.56,14.72,45.39,35.93,11.02,41.64,301,4,4.31,1.08,34.63,30.18,0.91,218.67,123.62,28.3,35.2,22.4,1006.1,57,1.9,3.3,11.1
136.71,9.08,48.39,33,12.03,55,312,4,4.59,2.3,35.48,31.37,0.85,145.79,99.58,30.9,38.6,21.5,1006.2,43,1.9,3.9,9.4
113.16,6,26.25,18.76,8.86,47.07,276,3,2.52,2.36,34.87,44.99,1.94,124.76,102.64,33.6,41,24.2,1002.5,37,2.3,3.5,11.1
63.28,6.21,26.47,19.04,8.38,50.56,107,2,0.74,2.44,32.07,44.55,1.83,145.51,113.94,34.8,42.8,26.7,1002,47,1.9,6.7,13
74.94,6.14,30.5,21.13,6.83,54.21,145,2,1.09,2.8,32.39,45.22,1.56,147.4,112.02,29.9,42.2,24.4,1003.5,56,1.8,12,31.3
86.62,7.87,32.7,23.7,7.69,39.41,186,2,0.82,3.67,32.98,32.26,1.56,187.59,131.97,30.2,35.6,24,1004.6,53,2.6,6.7,9.4
122.82,7.1,31.3,22.32,8.6,54.49,301,4,1.45,4.93,35.46,23.98,1.18,139.85,114.45,32.2,37.4,26.4,1002.2,54,2.7,5.2,16.5
101.31,8.99,31.69,24.05,8.88,45.07,235,3,1.45,2.99,35.92,29.87,1.05,113.25,104.09,34.2,40,25,1001.6,34,2.7,3.9,9.4
113.46,17.45,44.02,37.37,11.32,38.06,276,3,1.45,3,35.72,38.17,0.98,171.57,105.46,34.3,41.2,26.1,1001.6,33,2.3,2.2,11.1
75.72,6.68,27.92,20.2,7.81,38.91,148,2,1.45,3,35.95,29.19,1.39,149.53,119.27,33.2,41.8,26.7,1001.4,40,1.9,3,14.8
89.53,7.06,28.71,20.92,12.57,51.15,196,2,1.45,3.01,36.75,13.7,1.55,47.6,134.24,33.1,41.2,26.4,1001.7,40,1.9,4.4,14.8
103.26,7.16,30.65,22.03,15.85,57.15,241,3,1.56,3.51,37.43,13.1,1.21,98.12,130.82,33.2,41.4,27,1002.8,33,2.6,3.1,14.8
150.44,26.72,43.97,44.77,21.53,46.4,323,4,6.48,12.19,37.99,21.12,0.87,113.75,121.82,34.1,41.2,25.5,1002.9,26,2.7,5.9,16.5
117.29,7.46,36.31,25.27,21.69,44.86,289,3,4.21,9.86,37.3,20.78,1.3,57.35,112.59,35,43,26.2,1002,30,3.1,3.7,9.4
100.16,10.69,33.36,26.3,13.11,35.83,231,3,2.58,6.95,37.33,12.92,1.1,216.22,143.34,34.8,44,26.7,1000.3,37,1.9,2.4,7.6
112.31,12.17,34.13,27.89,15.97,37.43,272,3,2.97,6.07,37.45,13.97,0.8,228.8,140.53,33.1,43,26.5,1000.2,39,2.6,2.6,9.4
129.43,15.13,34.89,30.66,15.25,31.89,307,4,2.96,8.32,37.73,14.01,1.1,242.09,138.79,34.5,43,23.8,1000.1,25,2.7,6.5,22.2
145.37,7.53,31.05,22.54,9.75,68.95,319,4,2.87,5.22,37.79,21.32,0.95,122.19,115.5,34.5,44,24.5,998.9,27,1.9,4.4,18.3
137.81,25.14,36.47,39.93,2.05,37.58,313,4,4.57,12.74,37.58,26.33,0.94,170.56,126.31,36.1,45,26.3,998.1,24,2.7,8.7,25.9
97.7,5.92,29.95,20.66,2.64,46.38,221,3,1.05,2.01,37.55,45.96,2.66,160.55,113.17,35.5,44.2,27.2,996.6,35,2.9,3.5,9.4
77.95,7.35,34.24,24.09,4.96,29.8,155,2,1.2,1.4,37.84,39.01,1.48,182.14,123.17,37.8,44,25.9,996.3,30,3.5,7.6,14.8
90.6,5.94,32.13,21.84,6.96,32.82,200,2,1.57,2.35,38.06,47.41,2.09,145.77,124.06,34.5,44.4,29.6,997.6,48,2.6,10.2,20.6
175.12,5.71,26.21,18.51,5.55,32.46,342,4,1.13,3.06,36.37,53.08,3.24,96.49,7.78,35.9,42,29.4,999.7,46,2.7,7,14.8
69.97,6.84,23.06,17.31,1.88,40.91,128,2,0.5,0.67,38.28,28.45,2.02,159.01,254.35,32.3,42,26.6,1001.6,53,2.7,12,18.3
62.3,6.64,25.05,17.49,3.71,28.08,104,2,0.59,1.26,35,44.28,2.31,146.62,158.47,34,39.2,27.7,998.6,56,2.6,9.6,14.8
61.46,7.25,27.06,20.2,3.24,32.72,101,2,1.09,2.55,33.85,52.82,2.01,107.42,114.58,35.9,41,30.4,998.2,51,2.7,11.1,14.8
64.59,7.72,31.95,23.18,3.68,30.07,111,2,1.95,3.65,34.28,52.95,1.25,142.92,163.96,36.3,41.7,31.2,1000.7,52,2.6,10.7,14.8
68.35,18.01,48.96,43.42,2.23,23.47,124,2,1.41,2.7,35.07,48.63,2.28,154.67,144.49,33,41.6,28.5,1001.9,64,2.6,11.7,22.2
72.89,9.2,23.22,19.76,4.86,25.13,138,2,0.7,1.35,33.41,57.04,2.36,166.22,135.64,35.8,40.8,29.2,997,53,1.9,6.5,11.1
64.69,8.75,25.18,20.35,3.99,31.03,111,2,1.09,2.57,31.99,58.74,1.09,205.49,195.39,35.2,41.4,32,994.3,55,1.9,11.3,18.3
88.57,8.14,23.79,19.13,2.86,30.06,193,2,1.18,2.56,33.95,58.08,1.31,279.29,185.47,30.3,40.5,25.6,995.1,75,1.4,11.5,33.5
163,10.17,25.95,21.87,2.17,18.14,333,4,1.09,3.05,35.05,43.54,1.22,284.08,133.56,33,40.1,23.4,994.6,58,2.6,3.9,9.4
351.54,7.18,31.53,22.5,2.85,15.68,500,4,1.01,2.53,35.87,36.7,1.64,287.53,106.4,35.6,40.4,29.8,991.9,45,1.9,9.1,18.3
428.19,6.8,20.86,16.53,5.66,19.58,500,4,0.59,1.75,36.35,29.39,1.69,292.65,104.69,37,41,30.5,989.8,46,1.9,14.1,29.4
269.12,6.68,19.03,15.47,11.88,29.83,500,4,0.69,1.68,37.44,28.83,1.45,278.88,115.53,37.8,41.7,34,990.4,41,1.6,19.4,33.5
156.82,6.63,21.14,16.54,10.96,27.9,327,4,0.8,2.46,37.02,34.02,1.25,260.49,110.43,36.8,41.2,33,992.5,41,1.6,16.9,25.9
137.68,5.99,19.81,15.33,8.86,42.82,313,4,0.71,1.93,35.75,51.23,1.9,119.58,114.96,36.7,40.5,33.4,994.7,43,1.9,17.4,27.8
68.69,6.42,20.33,15.95,8.5,44.87,124,2,0.78,2.13,34.72,50.23,1.47,190.77,107.06,35.1,40.6,32.2,997.2,52,1.9,13.5,33.5
66.88,6.14,19.6,15.34,7.49,58.07,118,2,1.11,2.2,35.09,48.06,1.4,210.37,139.19,32.1,40,28.2,998.5,59,1.9,10.9,18.3
84.22,6.5,20.89,16.31,5.97,59.41,179,2,1.23,2.49,37.01,36.25,1.07,167.27,105.7,32.8,36.8,27.9,998.8,53,1.9,8.5,20.6
108.14,5.97,20.09,15.47,5.96,86.24,259,3,1.7,1.78,40.08,36.45,1.2,143.28,112.08,34.2,39.4,26.5,998.2,49,2.6,5.9,16.5
89.76,6.04,23.92,17.55,6.06,64.82,196,2,0.94,1.71,38.04,30.84,0.94,188.07,141.06,35.2,40.2,29.8,998.9,55,2.6,1.9,5.4
109.66,6.08,26.74,19.09,7.15,60.43,262,3,1.45,3,38.25,32.44,1.19,173.72,106.58,36.2,41.9,30.9,998.2,50,1.9,3.5,11.1
83.16,6.01,20.94,15.94,6.11,55.35,176,2,1.45,3,39.07,30.76,1.23,151.94,116.31,36.1,42,30,997.3,44,1.9,3,11.1
94.92,6.29,21.89,16.68,5.26,42.74,211,3,1.56,3.67,37.82,32.36,1.52,242.21,109.49,36.6,42.5,31.6,996.8,42,1.9,3.7,7.6
88.44,6.16,20.12,15.63,6.28,43.89,193,2,0.52,1.67,35.29,50.89,1.31,229.33,31.94,36.5,42.4,31.6,995.9,44,2.6,4.8,14.8
58.94,6.18,18.4,14.73,3.49,57.86,96,1,0.87,1.96,34.05,68.39,1.57,168.97,102.76,36.6,42.2,32.6,993.8,42,2.1,11.3,31.7
43.01,5.55,16.76,13.34,5.8,61.76,72,1,0.55,1.9,31.96,76.43,1.76,167.9,125,32.4,42.7,30.7,995.5,59,1.9,5.4,11.1
26.28,4.42,17.52,12.65,9.66,22.09,43,1,0.61,1.51,31.78,79.46,2.1,145.45,84.89,30.3,37.5,26.2,997.8,76,1.9,10.2,18.3
46.36,5.22,18.67,14.1,4.82,22.25,77,1,1.55,5.12,30.9,79.48,1.26,150.6,79.43,29.9,37.5,24.2,998.9,78,1.9,11.5,18.3
45.94,7.1,18.32,15.42,3.03,19.49,75,1,1.3,4.68,31.85,72.95,1.07,256.62,99.84,30.7,35.2,27.9,998.6,77,1.9,11.1,24.1
55.09,5.32,20.09,14.88,3.96,27.31,91,1,0.49,1.73,32.45,66.43,1.36,268.71,88.08,31.3,35.6,27.5,999,75,1.9,4.8,11.1
49.99,5.44,23.25,16.7,2.87,40.32,82,1,0.73,3.36,31.24,69.87,1.35,150.42,98.25,32.6,36.2,29,997.2,68,1.9,11.9,22.2
78.23,4.78,19.44,14.16,4.1,27.46,159,2,1.01,3.56,32.23,64.52,1.23,161.12,105.53,31.2,37.4,24.4,995.6,66,2.9,12,24.1
54.63,3.45,17.55,11.34,7.1,47.44,90,1,0.81,3.48,33.87,48.41,1.57,225.66,202.96,32.1,37.8,23.6,995.7,70,2.3,6.3,13
83.76,4.11,22.82,15.4,14.95,36,176,2,0.89,2.23,32.74,53.34,1.1,203.44,121.42,31.7,36.7,27.4,996.6,68,1.9,5.4,11.1
79.91,3.44,21.68,14.27,1.09,57.08,162,2,0.75,2.03,33.5,48.96,1.1,187.12,117.58,32.2,36.8,28.6,997.9,69,1.9,4.4,11.1
91.69,8.23,24.57,19.65,2.29,64.42,201,3,1.29,4.17,34.03,43.3,0.82,134.35,125.89,32.9,37.3,27.8,997.4,61,2.6,4.8,11.1
93.57,3.47,23.29,15.16,5.14,67.84,207,3,0.84,2.13,35.12,50.26,1.49,146.68,101.88,33.7,37.8,28.2,997,59,1.9,3.1,14.8
65.44,3.51,17.49,12.09,12.35,57.78,114,2,0.8,3.01,37.7,63.55,1.7,150.09,107.44,35.2,39.4,28.5,995.6,55,3.1,3.3,7.6
54.36,3.38,19.01,12.81,7.98,47.52,90,1,0.8,3.01,35.46,63.42,1.7,169.09,80.31,33.4,40.1,30.8,996.1,71,1.9,9.4,14.8
67.32,3.81,18.21,12.73,13.25,48.29,121,2,0.99,2.99,31.43,61.26,1.01,213.36,92.94,34.1,40.1,29.2,996.2,66,1.9,10,16.5
52.54,3.76,18.07,12.6,12.71,35.02,86,1,1.11,2.88,30.21,80.37,1.41,181.97,87.02,32.3,39.1,29.6,995.6,72,1.9,6.5,11.1
54,8.07,19.67,16.91,21.1,24.79,90,1,0.8,2.5,29.33,86.31,0.85,131.33,65.1,32.4,36.7,28.6,995.5,72,2.7,7.8,14.8
45.16,3.82,16.45,11.79,18.01,30.92,75,1,0.8,2.5,31.94,67.97,1.46,154.14,112.04,29.3,37.8,26.2,996.9,85,1.9,3.7,9.4
53.68,3.99,26.73,17.41,16.38,25.18,88,1,0.86,2.54,33.65,68.15,1.47,153.38,48.99,30.3,34.2,25.4,996.2,82,1.9,3.7,11.1
51.91,4.2,20.39,14.18,16.42,29.13,85,1,2.18,4.39,31.06,68.55,1.24,120.94,88.34,31.8,35.2,27.6,996.2,77,1.9,5.6,11.1
58.09,5.57,19.6,14.86,11.16,30.61,96,1,1.95,5.81,31.47,63.42,1.44,113.41,90.55,29.8,35.4,28.4,996.6,91,1.9,4.6,9.4
54.54,5.4,15.37,12.45,15.05,33.03,90,1,0.97,3.29,30.81,66.93,1.17,134.36,110.74,32.6,35.6,28,996.7,73,2.7,1.9,5.4
52.13,4.99,16.01,12.5,10.1,37.14,86,1,0.98,3.78,29.76,75.11,0.88,193.49,58.68,32.9,37.2,28.6,997.4,71,1.9,7.2,11.1
68.43,6.03,19.79,15.35,7.02,30.52,124,2,2.26,6.86,29.96,68.19,0.85,124.12,53.63,32.8,37.3,28.8,996.9,73,2.6,5.2,11.1
38.3,5.29,18.62,14.13,12.11,23.19,64,1,0.72,2.65,28.6,83.73,1.04,159.89,86.91,29.2,37.8,26,996.8,87,1.9,1.9,5.4
47.22,6.5,15.69,13.55,6.97,24.32,78,1,1.41,4.66,29.56,58.9,1.04,113.66,119.66,29.2,33.4,27,997.3,89,1.9,2.8,7.6
65.25,5.5,17.12,13.5,7.1,27.58,114,2,1.58,3.69,31.17,57.93,0.88,118.61,91.84,29,34.4,26,997.6,91,1.9,3.5,9.4
59.75,4.42,16.71,12.12,3.08,19.77,98,1,0.43,2.24,30.09,73.83,1.03,240.88,34.25,30.7,34.6,26.2,997.4,79,1.9,4.8,11.1
54.94,6.21,24.61,17.03,3.28,17.25,90,1,0.44,4.46,29.03,92.86,0.97,251.28,36.07,32.4,36.4,28.2,997.5,72,1.9,3.5,7.6
36.1,5.8,25.66,17.28,4.86,22.14,60,1,1.04,8,28.23,94.84,1.06,126.7,47.41,29.5,36.7,28,997.3,84,1.9,3.9,9.4
43.98,5.72,16.1,12.11,8.73,21.41,72,1,0.62,6.62,28.18,85.09,1.39,219.15,70.41,26.9,32.2,25.8,997.6,95,1.9,6.5,11.1
54.85,7.45,22.05,16.69,2.35,21.19,90,1,1.22,4.35,29.08,77.85,0.76,251.99,132.46,26.7,28.7,25.2,996.7,95,1.9,3.1,13
86.21,6.54,18.13,13.87,6.96,19.31,186,2,1.23,5.44,29.98,70.64,0.89,273.2,104.61,28.2,31.8,25.4,997.5,86,1.9,5.6,20.6
98.15,8.37,19.06,15.8,9.63,22.08,224,3,1.45,3,31.93,60.97,0.81,252.73,59.37,30.3,34.4,25.4,997.6,76,2.6,6.1,11.1
88.96,5.47,17.71,12.68,13.21,27.48,193,2,1.45,3.01,31.66,60.34,1.21,258.91,129.79,30.9,34.8,23,997.3,77,2.7,5.7,14.8
127.24,10.53,40.38,28.82,28.42,16.39,305,4,1.45,2.99,32.02,56.45,1.04,266.15,90.73,30,34.5,27.2,997,76,1.9,8.3,14.8
117.89,7.47,25.61,18.6,14.58,17.05,289,3,1.45,3,32.24,51.23,1.16,272.56,83.36,31.5,35,26,997,71,2.7,5,14.8
122.61,7.53,24.98,18.3,17.46,17,301,4,1.45,3,32.07,48.32,1.12,275,87,32.1,35.6,28.2,998.3,67,2.3,13,22.2
120.44,7.58,20.01,15.7,19.73,12.09,300,3,1.45,3,31.5,55.71,1.04,233.32,44.34,31.5,35.8,28.2,998.6,68,2.3,11.7,22.2
79.94,8.21,39.37,26.5,18.77,14.07,162,2,1.45,3,29.68,77.02,1.17,130.85,44.97,32.3,35.4,28.2,998.3,64,1.9,11.9,18.3
70.13,7.46,24.45,17.97,3.31,33.32,131,2,1.35,3.65,28.73,72.18,1.01,118.42,64.84,29.7,36,26.8,998.9,79,1.9,11.3,20.6
49.85,6.09,21.86,15.48,4.97,27.04,82,1,1.15,3,29.48,73.65,1.16,142.55,103.5,28.2,33.2,26.6,999.2,85,1.9,0.6,3.5
52.89,6.72,19.68,14.84,4.7,40.97,86,1,1.15,3,31.78,58.78,1.36,146.09,111.03,28.2,31.8,26.4,999.2,89,1.9,2.6,7.6
57.52,7.25,28.96,20.19,7.68,29.4,95,1,1.08,2.81,31.47,54.96,0.84,185.21,85.37,30.4,33.4,26.5,999.9,83,1.9,4.6,9.4
51.7,5.98,27.5,18.4,7.81,26.53,85,1,0.79,3.41,31.78,56.86,1.23,264.25,89.81,32,35.4,27.6,1001.8,73,2.3,4.6,14.8
45.4,6.31,23.95,16.77,5.27,20.92,75,1,0.45,1.58,31.2,56,1.01,247.34,55.51,30.7,36.5,28.3,1000.1,84,2.3,1.9,9.4
53.69,6.67,29.25,19.89,5.56,25.9,88,1,0.54,3.38,31.01,54.78,1.09,183.33,57.39,32.1,35.8,27.6,996.5,72,1.9,9.8,14.8
65.29,5.12,26.73,17.36,15.58,27.55,114,2,0.57,3.54,32.97,51.41,0.98,160.62,86.47,30.4,35.3,26.8,995.4,77,1.9,5.4,9.4
67.87,3.79,18.53,12.81,9.26,17.52,121,2,1,3.28,33.52,53.25,1.26,162.73,95.37,30.4,33.2,27.6,997.1,78,1.9,1.7,7.6
55.6,3.83,38.07,23.23,8.6,18.06,91,1,0.61,0.81,30.12,65.59,0.96,161.57,66.39,30.8,34.4,27.4,997.6,80,2.3,4.3,9.4
51.19,9.72,16.87,16.71,10.23,14.14,85,1,1.44,3.97,30.15,67,1.35,126.64,100.39,31.1,35.3,28.4,999.9,73,2.6,5.6,14.8
46.59,4.82,21.68,15.35,6.46,24.26,77,1,1.41,4,31.75,62.35,1.29,132.79,79.71,30.6,35.6,27.6,1000.6,79,2.3,4.3,18.3
63.69,12.02,37.84,29.73,17.07,47.75,107,2,0.95,4,31.47,69.76,0.82,138.69,34.27,31.5,35.6,27.9,998.3,78,1.9,7.4,16.5
83.13,15.28,35.48,31.09,15.5,43.2,176,2,0.95,4,31.04,69.73,0.67,143.28,82.49,30.4,36.2,27.8,998.1,81,1.9,2,7.6
46.9,9.01,37.54,27.18,9.79,27.68,77,1,0.95,4,31.5,63.62,1.09,153.48,60.14,30,33.6,25.9,999.8,83,1.9,4.3,9.4
52.64,12.78,39.78,31.36,10.82,12.84,86,1,0.95,4,28.58,79.18,0.86,246.25,78.66,31.7,36.4,26.2,999.2,73,1.9,4.6,9.4
49.53,9.17,31.11,23.84,7.55,17.98,82,1,0.97,3.81,29.7,69.81,0.94,281.63,74.1,30.9,36.8,28.8,998.7,79,1.9,4.3,9.4
50.8,9.34,31.07,23.97,7.44,18.06,83,1,1.45,5.01,30.52,63.58,1.06,262.91,60.06,29.6,35.8,27.2,999.8,83,2.3,8.5,13
46.48,9.09,30.16,23.3,7.19,20.28,77,1,1.45,5.01,30.55,59.89,1.16,245.63,107.46,30.4,34,27.2,999.1,76,3.1,10.9,16.5
45.61,8.57,34.11,25,7.81,30.71,75,1,1.45,4.98,30.87,65.8,0.91,85.89,74.62,30.3,34.4,27,998.5,73,2.6,11.3,24.1
53.1,10.23,41.53,30.27,10.33,22.27,88,1,1.36,4.13,28.52,87.25,1.06,157.57,72.85,31,34.2,27,998,73,3.2,7.8,24.1
43.05,10.81,37.55,28.57,9.72,18.26,72,1,1.25,3,28.73,78.68,0.95,158.05,65.08,29.6,34.9,26.5,999.8,83,2.6,2.6,9.4
50.09,14.68,35.39,30.57,11.88,22.2,83,1,1.24,2.99,29.55,71.96,0.68,230.36,123.7,28.4,32.7,26,1001.3,92,1.9,3.1,11.1
86.18,10.27,36.09,27.4,10.94,20.06,186,2,1.21,2.87,30.16,65.78,0.99,199.21,77.31,28.7,31.7,26.3,1001.9,88,1.9,0.9,3.5
72.04,13.57,33.62,28.37,9.89,12.82,138,2,0.94,1.97,28.81,76.3,0.6,181.34,32.69,30.9,34.4,26.3,999.1,78,1.9,4.6,7.6
57.02,15.31,33.72,30.17,9.21,20.21,95,1,0.95,2.01,28.07,80.93,0.98,146.87,70.68,30.9,35.1,28,1000,76,2.3,4.8,11.1
55.82,10.52,35.08,27.03,8.71,20.83,91,1,0.95,2,28.17,81.84,0.7,109.64,51.69,27.1,34,23.5,1002.6,93,1.8,4.8,16.5
74.67,16.83,38.08,33.5,19.47,26.83,145,2,0.95,2,28.81,79.27,0.63,201.9,47.72,26.7,29.4,25,1002.3,92,1.9,4.6,11.1
61.79,9,27.55,21.71,9.26,22.58,101,2,0.67,3.06,27.84,82.25,0.75,241.98,71.13,26.7,29,25.6,1002.4,95,1.6,0.4,3.5
74.64,10.69,20.11,15.68,12.85,19.6,145,2,1.3,5.4,29.07,73.31,0.87,243.49,82.07,27,29.6,25.1,1002.8,93,1.6,0.9,3.5
57.34,6.3,23.77,17.68,11.34,29.72,95,1,0.84,5.32,28.1,78.82,0.77,193.36,98.47,28.1,30.4,23.8,1002.4,86,2.1,5.4,14.8
52.9,6.22,23.72,17.56,14.08,21.71,86,1,2.59,12.95,28.53,74.66,1.23,94.4,76.07,30.2,35.6,25.2,1001.6,74,2.1,7,14.8
49.01,4.18,19.44,13.61,12.29,26.05,82,1,1.05,3.31,28.58,71.27,1.64,140.39,94.64,28.3,34.6,24.6,1003.2,86,2.1,1.7,9.4
50.66,4.83,23.25,16.17,9.8,30.62,83,1,0.39,1.68,30.11,66.24,1.12,167.52,54.23,28.7,34.1,25.5,1003.5,83,2.6,9.3,22.2
